latency_ms,sessions,positive_sessions,total_completed_trades,equal_weight_mean_session_return_bps,equal_weight_median_session_return_bps,pooled_mean_trade_return_bps,pooled_median_trade_return_bps,pooled_positive_trade_rate,pooled_cumulative_return_bps,equal_weight_break_even_cost_per_side_bps,mean_session_maximum_drawdown_bps,all_mechanical_checks_pass
0.0,5,5,749,0.20713056098549912,0.21154238003198822,0.21269820269830025,-0.0012683440608896035,0.37917222963951935,159.31095382102689,0.10356528049274956,-5.684114621163472,True
50.0,5,5,749,0.193650919923359,0.18570927218847016,0.19931500627719848,-0.001268582352498271,0.36315086782376504,149.28693970162166,0.0968254599616795,-6.038915699672299,True
100.0,5,5,748,0.17656392058525436,0.195523556208389,0.18058832909871883,-0.0012687940109668006,0.3582887700534759,135.08007016584168,0.08828196029262718,-6.697055915893868,True
250.0,5,5,748,0.1683223104263897,0.19489694146976633,0.17134732578894213,-0.0012687940109668006,0.3582887700534759,128.1677996901287,0.08416115521319485,-7.559229035369209,True
500.0,5,5,746,0.13839730566523006,0.1274388834666746,0.13900418085363433,-0.0012692771467204267,0.33378016085790885,103.69711891681122,0.06919865283261503,-7.720663217785747,True
1000.0,5,4,576,0.10598608298341831,0.1445327887293778,0.0968067819225462,-0.001270621390880855,0.3020833333333333,55.76070638738661,0.05299304149170916,-5.926643664027509,True
